name,short_description,description,main_photo_filepath,gallery_photo_filepaths,variants,url
Magic Carbon,"<p><em><strong>Magic Carbon</strong></em>, der Allround Klassiker mit mittelhartem Schwamm und extrem elastischem und griffigem Obergummi.</p>","<div class=""rte text--pull""> <p><em><strong>Magic Carbon</strong></em>, der Allround Klassiker mit mittelhartem Schwamm und extrem elastischem und griffigem Obergummi.</p> <p>Dank der besonders griffigen Oberfläche sind mit diesem Tischtennisbelag extrem hohe Rotationsgeschwindigkeiten möglich. Dennoch behalten Sie durch den hochwertigen, mittelharten Schwamm immer die Kontrolle über Ihr Spiel.</p> <p> </p> <p><span style=""color: #666666;""><strong>Made in Japan</strong></span></p> <p><span style=""color: #666666;""><strong>Kontrolle: 7.5</strong></span></p> <p><span style=""color: #666666;""><strong>Speed: 8.5</strong></span></p> <p><span style=""color: #666666;""><strong>Spin: 9</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Magic Carbon\MainImage\nittaku_magic_carbon_1600x.png%3Fv=1371918177,,"{""key_value_pairs"": [[""Farbe // color"", ""rot // red""], [""Farbe // color"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // thickness"", ""1.4 mm // middle""], [""Stärke // thickness"", ""1.8 mm // thick""], [""Stärke // thickness"", ""2.0 mm // superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/magic-carbon
Moristo SP / kurze offensive Noppe,<p>Moristo ist ein kurze Noppe außen Offensiv Belag.</p>,"<div class=""rte text--pull""> <p>Moristo ist ein kurze Noppe außen Offensiv Belag.</p> <p>Der Moristo SP wird von Mima Ito gespielt</p> <p>Endlich ist die ausgereifte Tension Technology auch als kurze Noppe außen verfügbar.</p> <p>Durch die hohe Spannung, die der Belag hat, ist es möglich schnelle Attacken mit starkem Spin zu spielen. Trotzdem ist es möglic,h den Ball mit hoher Präzision zu blocken.</p> <p>Mit leicht zu spielenden ""Flip"" Schlägen und guter Präzision im Block ist der Moristo SP sehr gut für das tischnahe Spiel geeignet.  Die Power des Schwammes und die griffigen Noppen erlauben aber auch die klassische Abwehr aus der Halbdistanz mit Unterschnittbällen. </p> <p> </p> <p>Speed: 12,5</p> <p>Spin 7,5</p> <p>Schwammhärte ca. 35°  </p> <p>Made in Germany</p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Moristo SP _ kurze offensive Noppe\MainImage\Moristo_SP_1600x.jpg%3Fv=1609779029,,"{""key_value_pairs"": [[""Farbe//Color"", ""schwarz // black""], [""Farbe//Color"", ""rot // red""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke//Thickness"", ""1.4 mm // middle""], [""Stärke//Thickness"", ""1.8 mm // thick""], [""Stärke//Thickness"", ""2.0 mm // super thick""], [""Stärke//Thickness"", ""MAX""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/moristo-sp
Narucross GS soft,"<p><strong><em>NARUCROSS GS SOFT</em></strong> ist ein Belag mit TENSOR-Technologie, der gut zu starkem Offensiv-Spiel passt.</p>","<div class=""rte text--pull""> <p><strong><em>NARUCROSS GS SOFT</em></strong> ist ein Belag mit TENSOR-Technologie, der gut zu starkem Offensiv-Spiel passt.</p> <p>Dank dem weichen Schwamm fällt es leicht, sehr schnelle und sichere Topspins zu spielen.</p> <p> </p> <p><span style=""color: #999999;""><strong>Made in Germany</strong></span></p> <p><span style=""color: #999999;""><strong>Speed: 11,6</strong></span></p> <p><span style=""color: #999999;""><strong>Spin: 11,4</strong></span></p> <p> </p> <p><span style=""color: #000000;""><em>NARUCROSS</em> ist ebenfalls als <a href=""http://nittaku.tt/products/narucross-gs-soft"" title=""Nittaku Narucross GS supersoft Tischtennis Belag mit sehr weichem Schwamm für Offensivspieler""><em>NARUCROSS GS SUPERSOFT</em></a> mit noch weicherem Schwamm erhältlich.</span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Narucross GS soft\MainImage\nittaku_narucross_gs_soft_1600x.png%3Fv=1399742954,,"{""key_value_pairs"": [[""Farbe // Color"", ""rot // red""], [""Farbe // Color"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // thickness"", ""1.8 mm // thick""], [""Stärke // thickness"", ""2.0 mm // superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/narucross-gs-soft-1
Narucross GS supersoft,"<p><strong><em>NARUCROSS</em> <em>GS SUPER SOFT</em></strong> ist ein Belag mit TENSOR-Technologie, der sehr gut zu starkem Offensiv-Spiel passt.</p>","<div class=""rte text--pull""> <p><strong><em>NARUCROSS</em> <em>GS SUPER SOFT</em></strong> ist ein Belag mit TENSOR-Technologie, der sehr gut zu starkem Offensiv-Spiel passt.</p> <p>Durch den super weichen Schwamm eignet er sich sowohl für schnelle und sichere Topspins als auch zum Blocken.</p> <p> </p> <p><strong style=""color: #999999; line-height: 1.2;"">Made in Germany</strong></p> <p><span style=""color: #999999;""><strong>Speed: 11,2</strong></span></p> <p><span style=""color: #999999;""><strong>Spin: 11,4</strong></span></p> <p> </p> <p><span style=""color: #000000;"">Ebenso erhältlich in der etwas härteren Version als <a href=""http://nittaku.tt/products/narucross-gs-soft-1"" title=""Nittaku Narucross GS soft Tischtennis Belag mit weichem Schwamm für offensives Spiel""><em>NARUCROSS GS soft</em></a></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Narucross GS supersoft\MainImage\nittaku_narucross_gs_supersoft_1600x.png%3Fv=1399742695,,"{""key_value_pairs"": [[""Farbe // color"", ""rot // red""], [""Farbe // color"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // thickness"", ""1.8 mm // thick""], [""Stärke // thickness"", ""2.0 mm // super thick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/narucross-gs-soft
Nittaku Moristo SP AX / kurze offensive Noppe,"<p>Der neue Moristo SP AX ist mit den kurzen Noppen außen ebenfalls wie Moristo SP ein Offensiv Belag. Die beiden Beläge teilen sich den selben Schwamm. Die Noppen des Moristo SP AX haben aber einen größeren Durchmesser und die Abstände zwischen den NOppen ist kleiner. Dadurch ist es noch einfacher Spin in die Bälle zu bekommen und im Angriff spielt sich der Belag fast wie ein Noppen Innen Belag. Abwehrschläge wie zum Beispiel das ""Abhacken"" sind aber dank der Noppen möglich.</p>","<div class=""rte text--pull""> <p>Der neue Moristo SP AX ist mit den kurzen Noppen außen ebenfalls wie Moristo SP ein Offensiv Belag. Die beiden Beläge teilen sich den selben Schwamm. Die Noppen des Moristo SP AX haben aber einen größeren Durchmesser und die Abstände zwischen den NOppen ist kleiner. Dadurch ist es noch einfacher Spin in die Bälle zu bekommen und im Angriff spielt sich der Belag fast wie ein Noppen Innen Belag. Abwehrschläge wie zum Beispiel das ""Abhacken"" sind aber dank der Noppen möglich.</p> <p>Somit ist der Belag ein echter Alleskönner. Stark in der Offensive und wenn man mal in die Defensive gedrängt wird kann man sich mit sicheren Bällen wieder daraus befreien.</p> <p> </p> <p>Speed: 13,0<br/></p> <p>Spin 8,5</p> <p>Schwammhärte ca. 35°  </p> <p>Made in Germany</p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Moristo SP AX _ kurze offensive Noppe\MainImage\product_main_16968_1600x.jpeg%3Fv=1541581282,,"{""key_value_pairs"": [[""Farbe//Color"", ""rot//red""], [""Farbe//Color"", ""schwarz//black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke//Thickness"", ""1.4//middle""], [""Stärke//Thickness"", ""1.8//thick""], [""Stärke//Thickness"", ""2.0//superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/neu-nittaku-moristo-sp-ax-kurze-offensive-noppe
Nittaku Tischtennis Belag Schutz Folie Adhesive Rubber Protect,"<p>Sehr langlebige Schutz Folie, schützt den Tischtennis Belag vor Kratzern oder anderen Beschädigungen. </p>","<div class=""rte text--pull""> <p>Sehr langlebige Schutz Folie, schützt den Tischtennis Belag vor Kratzern oder anderen Beschädigungen. </p> <p>Keine Rückstände am Belag.</p> <p>2 Stück/Set</p> <p>Made in Japan</p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Tischtennis Belag Schutz Folie Adhesive Rubber Protect\MainImage\product_big_4625_1600x.jpeg%3Fv=1663767325,,,https://nittaku.tt/collections/tischtennis-belaege-material/products/nittaku-belag-schutzfolie-adhesive-rubber-protect
Nittaku DO Knuckle mittellange Noppe außen,"<p><span>Der Nittaku DO Knuckle ist eine <strong>mittellange Noppe</strong> die den Kompromiss zwischen einer langen Noppe und einer kurzen Noppe eingeht. Der <strong>Tischtennis Belag</strong> hat einen hohen <strong>Störeffekt</strong> durch eine neue Gummi-Mischung. Der </span><strong>DO Knuckle</strong><span> eignet sich somit für offensive sowie allround Spieler, die nicht auf <strong>Kontrolle</strong> verzichten möchten. </span></p>","<div class=""rte text--pull""> <p><span>Der Nittaku DO Knuckle ist eine <strong>mittellange Noppe</strong> die den Kompromiss zwischen einer langen Noppe und einer kurzen Noppe eingeht. Der <strong>Tischtennis Belag</strong> hat einen hohen <strong>Störeffekt</strong> durch eine neue Gummi-Mischung. Der </span><strong>DO Knuckle</strong><span> eignet sich somit für offensive sowie allround Spieler, die nicht auf <strong>Kontrolle</strong> verzichten möchten. </span></p> <p><span>Für maximalen Störeffekt entscheiden Sie sich für den <a href=""https://nittaku.tt/collections/tischtennis-belaege-noppen-aussen-pimples-out/products/nittaku-super-do-knuckle-noppe-aussen-belag"" title=""Super DO Knuckle""><strong>Super DO Knuckle</strong></a> von <em>Nittaku</em>.</span></p> <p><span><strong>Made in Japan</strong></span></p> <p><span><strong>Speed: 7,50</strong></span></p> <p><span><strong>Spin: 6,0</strong></span></p> <p><span><strong>Schwammhärte ca. 42.5°</strong></span></p> <p><span><strong>mittellange Noppe</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku DO Knuckle mittellange Noppe außen\MainImage\product_big_13033_1600x.jpeg%3Fv=1529316533,,"{""key_value_pairs"": [[""Farbe // Colour"", ""rot // red""], [""Farbe // Colour"", ""schwarz // black""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // Thickness"", ""1.4mm // middle""], [""Stärke // Thickness"", ""0.5mm // ultrathin""], [""Stärke // Thickness"", ""1.0mm // thin""], [""Stärke // Thickness"", ""OX //without sponge""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/nittaku-do-knuckle-noppe-aussen-belag-offensiv-allround
Nittaku Genextion Tischtennis Belag,<p> </p>,"<div class=""rte text--pull""> <blockquote> <h2>Der neueste Tischtennis Belag aus dem Hause NITTAKU mit neuer Schwamm-Technologie. Made in Germany.</h2> <p>Dieser Belag ist hervorragend für offensives Spiel geeignet und hat mit dem neu entwickelten ""Dual Sponge"" im Vergleich zu herkömmlichen Schwämmen eine um ca. 11% verbesserte Energieeffizienz.</p> <p>Dieser innovative neue Schwamm ist ein echter Kraftprotz mit verhältnismäßig viel Kontrolle und hat trotz des harten Schwamms ein relativ weiches Anschlaggefühl.</p> </blockquote> <blockquote> <p>Kombiniert mit der griffigen Oberfläche sind auch präzise Schläge mit diesem Belag kein Problem.</p> <p>Speed: 16.5</p> <p>Spin: 13.5</p> <p>Schwammhärte: 42.5° (japanisch) 52.5° (deutsch)</p> <p> </p> <p> </p> </blockquote> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Genextion Tischtennis Belag\MainImage\Bild_2024-04-30_111132763_1600x.png%3Fv=1714470474,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Genextion Tischtennis Belag\GalleryImages\Bild_2024-04-30_111313306_1600x.png%3Fv=1714470474;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Genextion Tischtennis Belag\GalleryImages\Bild_2024-04-30_111416650_1600x.png%3Fv=1714470473,"{""key_value_pairs"": [[""Farbe//Color"", ""Schwarz // black""], [""Farbe//Color"", ""Rot // red""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke//Thickness"", ""2.0mm super thick""], [""Stärke//Thickness"", ""1.8 mm thick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/nittaku-genextion
Nittaku Goriki Kaisoku Tischtennis Belag,<h1>Der Goriki Kaisoku ist ein offensiver Tischtennis Belag mit weniger Katapult.</h1>,"<div class=""rte text--pull""> <h1>Der Goriki Kaisoku ist ein offensiver Tischtennis Belag mit weniger Katapult.</h1> <p>Durch die <strong>griffige Oberfläche</strong> bekommt man einen guten Spin in den Ball. Da der <strong>mittelharte Schwamm</strong> nicht zu viel Katapult hat, bleibt der Belag in Offensiven Spielzügen aber auch in der Defensive <strong>gut zu kontrolliere</strong>n.</p> <p>Der Goriki Kaisoku ist besonders gut für <strong>harte und schnelle Schuss Bälle</strong> geeignet. Hier werden besonders hohe Geschwindigkeiten erzielt, der <strong>Tischtennis Belag</strong> bleibt beim Schuss aber auch beim <strong>Blocken</strong> sehr präzise.</p> <p>Dadurch dass der <strong>Nittaku Goriki Kaisoku</strong> wenig Katapult hat, sind <strong>kurze Angaben</strong> mit viel Rotation einfach zu spielen.</p> <p><em>Made in Japan</em></p> <p><em>Schwammhärte: 40°</em></p> <p><em>Spin: 11,75</em></p> <p><em>Geschwindigkeit: 15,25</em></p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Goriki Kaisoku Tischtennis Belag\MainImage\GorikiKaisokufront_1600x.png%3Fv=1636035525,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Goriki Kaisoku Tischtennis Belag\GalleryImages\GorikiKaisokuschnitt_1600x.png%3Fv=1636037439,"{""key_value_pairs"": [[""Farbe//Colour"", ""schwarz//black""], [""Farbe//Colour"", ""rot//red""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke//Thickness"", ""1.4mm//middle""], [""Stärke//Thickness"", ""1.8 mm//thick""], [""Stärke//Thickness"", ""2.0mm//superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/nittaku-goriki-kaisoku-tischtennis-belag
Nittaku Hammond Z2,"<h1>Der Nittaku Hammond Z2 ist der neueste Tischtennis Belag der Marke Nittaku und ist ""Made in Japan"". <br/> </h1>","<div class=""rte text--pull""> <h1>Der Nittaku Hammond Z2 ist der neueste Tischtennis Belag der Marke Nittaku und ist ""Made in Japan"". <br/> </h1> <p>Dieser offensive Belag hat einen mittelporigen und kompakten Schwamm mit 45° Härte, der einen hohen Naturkautschuk-Anteil hat. Das Obergummi ist griffig und weich. </p> <p>Durch die Kombination aus dem Schwamm mit hohem Energiespeicher und dem griffigen, weichen Obergummi ist dieser Tischtennis-Belag perfekt für rotationsreiches Spiel am Tisch und aus der Halbdistanz geeignet. Es gibt kein Abrutschen des Balles mehr, selbst wenn man den Ball nur leicht treffen möchte.</p> <p>Der Belag spielt sich sehr linear und erzeugt eine schöne Ballflugkurve.</p> <p>Der Tischtennis Belag wird mit einer Belag-Schutzfolie geliefert.</p> <p><span><em>Made in Japan</em></span></p> <p><span><em>Speed: 16.0</em></span></p> <p><span><em>Spin: 13.0</em></span></p> <p><span><em>Schwammhärte: 45,0°</em></span></p> <p> </p> <p> </p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Hammond Z2\MainImage\HammondZ2Cover_1600x.png%3Fv=1651244207,H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Hammond Z2\GalleryImages\HammondZ2Schwamm_1600x.png%3Fv=1651244206;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Hammond Z2\GalleryImages\HammondZ2Oberflaeche_1600x.png%3Fv=1651244207;H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Hammond Z2\GalleryImages\HammondZ2Schnitt_1600x.png%3Fv=1651244206,"{""key_value_pairs"": [[""Farbe // Colour"", ""schwarz // black""], [""Farbe // Colour"", ""rot // red""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // Thickness"", ""MAX""], [""Stärke // Thickness"", ""2.0 mm // superthick""], [""Stärke // Thickness"", ""1.8 mm // thick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/nittaku-hammond-z2
Nittaku Hurricane 2,<p>Die Beläge der <em>HURRICANE Serie</em> sind ideal für offensive Spielertypen geeignet. Aggressive Topspins lassen sich präzise und kontrolliert umsetzen.</p>,"<div class=""rte text--pull""> <p>Die Beläge der <em>HURRICANE Serie</em> sind ideal für offensive Spielertypen geeignet. Aggressive Topspins lassen sich präzise und kontrolliert umsetzen.</p> <p><strong>Beide Beläge haben eine klebrige Oberfläche und sind somit sehr gut für den Plastikball geeignet.</strong></p> <p><em>HURRICANE 2</em> und <em>3</em> unterscheiden sich vor allem in der Härte.</p> <p>Der <em>HURRICANE 2</em> spielt sich etwas härter als der <a href=""http://nittaku.tt/products/nittaku-hurricane-3"" target=""_blank"" title=""Hurricane 3 Tischtennis-Belag von Nittaku geeignet für offensives Spiel""><em>HURRICANE 3</em></a> -<span> Topspins lassen sich sehr kontrolliert spielen, die Flugkurve ist bogenförmig, aber nicht ganz so hoch wie beim <em>HURRICANE 3</em>. </span></p> <p>Speziell Topspins auf Unterschnitt und Gegentopspins lassen sich mit dem <em>HURRICANE 2</em> extrem hart spielen. Welche Power in dem Belag steckt, spürt man besonders deutlich bei perfekt getroffenen Gegentopspins.</p> <p> Der <a href=""http://nittaku.tt/products/nittaku-hurricane-3"" target=""_blank"" title=""Hurricane 3 Tischtennis-Belag von Nittaku geeignet für offensives Spiel""><em>HURRICANE 3</em></a> spielt sich etwas weicher - Topspins lassen sich sehr kontrolliert spielen, die Flugkurve ist relativ hoch und bogenförmig. Der chinesische Top-Star WANG LIQIN beispielsweise spielt den <a href=""http://nittaku.tt/products/nittaku-hurricane-3"" target=""_blank"" title=""Hurricane 3 Tischtennis-Belag von Nittaku geeignet für offensives Spiel""><em>HURRICANE 3</em></a>.</p> <p> </p> <p><span style=""color: #666666;""><strong>MADE IN China</strong></span></p> <p><span style=""color: #666666;""><strong>chinesiche Oberfläche kombiniert mit japanischem ""Powersponge"", verklebt in China<br/>klebrige Oberfläche</strong></span></p> <p><span><strong>Speed = 9.75</strong></span></p> <p><span><strong>Spin = 15.00</strong></span></p> </div>",H:\Desaka\Nittaku\Full_10.01.2025\Photos\Nittaku Hurricane 2\MainImage\hurricane2_tischtennisbelag_nittaku_5d65bb27-b2bd-4608-90a9-c7acd765cc76_1600x.png%3Fv=1409076605,,"{""key_value_pairs"": [[""Farbe // Color"", ""schwarz // black""], [""Farbe // Color"", ""rot // red""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"};{""key_value_pairs"": [[""Stärke // Thickness"", ""1.8mm // thick""], [""Stärke // Thickness"", ""2.0 mm // superthick""]], ""current_price"": """", ""basic_price"": """", ""stock_status"": """"}",https://nittaku.tt/collections/tischtennis-belaege-material/products/nittaku-hurricane-2
